INDEX;ORT;RICHTUNG;BETRAG;MONAT
5519;Basel;Eingang;37883;4
5520;Lausanne;Ausgang;23370;7
5521;Chur;Eingang;27960;7
5522;Sion;Ausgang;8483;12
5523;St. Gallen;Eingang;4916;11
5524;Bern;Ausgang;50932;6
5525;Zürich;Eingang;69678;8
5526;Basel;Ausgang;52969;6
5527;Lausanne;Eingang;565;5
5528;Chur;Ausgang;61646;12
5529;Sion;Eingang;18258;1
5530;St. Gallen;Ausgang;8865;9
5531;Bern;Eingang;63547;12
5532;Zürich;Ausgang;37867;9
5533;Basel;Eingang;48874;2
5534;Lausanne;Ausgang;75334;8
5535;Chur;Eingang;75225;3
5536;Sion;Ausgang;25503;11
5537;St. Gallen;Eingang;25832;1
5538;Bern;Ausgang;64948;3
5539;Zürich;Eingang;15111;2
5540;Basel;Ausgang;22277;1
5541;Lausanne;Eingang;17457;4
5542;Chur;Ausgang;2915;2
5543;Sion;Eingang;35755;8
5544;St. Gallen;Ausgang;30190;10
5545;Bern;Eingang;56319;9
5546;Zürich;Ausgang;48896;9
5547;Basel;Eingang;41405;3
5548;Lausanne;Ausgang;75403;3
5549;Chur;Eingang;37915;7
5550;Sion;Ausgang;34378;8
5551;St. Gallen;Eingang;67840;6
5552;Bern;Ausgang;54297;12
5553;Zürich;Eingang;2494;2
5554;Basel;Ausgang;7540;6
5555;Lausanne;Eingang;47398;3
5556;Chur;Ausgang;33865;8
5557;Sion;Eingang;57421;2
5558;St. Gallen;Ausgang;72938;9
5559;Bern;Eingang;13822;6
5560;Zürich;Ausgang;47118;1
5561;Basel;Eingang;23509;9
5562;Lausanne;Ausgang;44522;12
5563;Chur;Eingang;54755;1
5564;Sion;Ausgang;50064;1
5565;St. Gallen;Eingang;3365;7
5566;Bern;Ausgang;29372;9
5567;Zürich;Eingang;68387;9
5568;Basel;Ausgang;45356;8
5569;Lausanne;Eingang;70958;7
5570;Chur;Ausgang;63004;1
5571;Sion;Eingang;14913;3
5572;St. Gallen;Ausgang;18065;5
5573;Bern;Eingang;56490;2
5574;Zürich;Ausgang;53867;6
5575;Basel;Eingang;54408;5
5576;Lausanne;Ausgang;54837;4
5577;Chur;Eingang;31890;5
5578;Sion;Ausgang;27824;3
5579;St. Gallen;Eingang;47023;5
5580;Bern;Ausgang;61809;11
5581;Zürich;Eingang;34525;3
5582;Basel;Ausgang;19618;2
5583;Lausanne;Eingang;36269;11
5584;Chur;Ausgang;18530;3
5585;Sion;Eingang;13076;8
5586;St. Gallen;Ausgang;27788;6
5587;Bern;Eingang;43444;3
5588;Zürich;Ausgang;15787;9
5589;Basel;Eingang;63325;12
5590;Lausanne;Ausgang;12427;4
5591;Chur;Eingang;47097;11
5592;Sion;Ausgang;69042;2
5593;St. Gallen;Eingang;57483;6
5594;Bern;Ausgang;65183;3
5595;Zürich;Eingang;4214;1
5596;Basel;Ausgang;51742;11
5597;Lausanne;Eingang;1690;12
5598;Chur;Ausgang;58926;12
5599;Sion;Eingang;73427;3
5600;St. Gallen;Ausgang;23841;2
5601;Bern;Eingang;39880;9
5602;Zürich;Ausgang;24113;11
5603;Basel;Eingang;51937;3
5604;Lausanne;Ausgang;56560;12
5605;Chur;Eingang;37862;7
5606;Sion;Ausgang;6196;8
5607;St. Gallen;Eingang;41800;7
5608;Bern;Ausgang;67899;7
5609;Zürich;Eingang;30152;5
5610;Basel;Ausgang;3697;4
5611;Lausanne;Eingang;34739;10
5612;Chur;Ausgang;2969;1
5613;Sion;Eingang;69544;12
5614;St. Gallen;Ausgang;72261;10
5615;Bern;Eingang;29805;12
5616;Zürich;Ausgang;442;2
5617;Basel;Eingang;8427;3
5618;Lausanne;Ausgang;48158;3
5619;Chur;Eingang;35755;10
5620;Sion;Ausgang;12323;6
5621;St. Gallen;Eingang;8040;10
5622;Bern;Ausgang;63408;3
5623;Zürich;Eingang;51156;1
5624;Basel;Ausgang;47734;9
5625;Lausanne;Eingang;33482;3
5626;Chur;Ausgang;68609;1
5627;Sion;Eingang;5095;10
5628;St. Gallen;Ausgang;12062;10
5629;Bern;Eingang;36937;4
5630;Zürich;Ausgang;7461;3
5631;Basel;Eingang;13140;3
5632;Lausanne;Ausgang;69178;10
5633;Chur;Eingang;42691;9
5634;Sion;Ausgang;68628;2
5635;St. Gallen;Eingang;51981;4
5636;Bern;Ausgang;56308;2
5637;Zürich;Eingang;1761;5
5638;Basel;Ausgang;21511;7
5639;Lausanne;Eingang;62804;9
5640;Chur;Ausgang;19673;1
5641;Sion;Eingang;29769;5
5642;St. Gallen;Ausgang;56456;4
5643;Bern;Eingang;12733;1
5644;Zürich;Ausgang;11701;8
5645;Basel;Eingang;39294;3
5646;Lausanne;Ausgang;70625;8
5647;Chur;Eingang;71955;6
5648;Sion;Ausgang;28942;10
5649;St. Gallen;Eingang;67517;4
5650;Bern;Ausgang;21374;10
5651;Zürich;Eingang;58990;6
5652;Basel;Ausgang;35291;9
5653;Lausanne;Eingang;25990;4
5654;Chur;Ausgang;15705;5
5655;Sion;Eingang;35073;7
5656;St. Gallen;Ausgang;18223;10
5657;Bern;Eingang;22205;3
5658;Zürich;Ausgang;18901;3
5659;Basel;Eingang;65818;6
5660;Lausanne;Ausgang;39003;2
5661;Chur;Eingang;7186;6
5662;Sion;Ausgang;75567;5
5663;St. Gallen;Eingang;32562;6
5664;Bern;Ausgang;52061;4
5665;Zürich;Eingang;2781;9
5666;Basel;Ausgang;3878;1
5667;Lausanne;Eingang;53266;4
5668;Chur;Ausgang;34230;6
5669;Sion;Eingang;26176;8
5670;St. Gallen;Ausgang;5765;10
5671;Bern;Eingang;72051;1
5672;Zürich;Ausgang;16694;2
5673;Basel;Eingang;68508;9
5674;Lausanne;Ausgang;70769;5
5675;Chur;Eingang;410;5
5676;Sion;Ausgang;40162;8
5677;St. Gallen;Eingang;10944;12
5678;Bern;Ausgang;42580;10
5679;Zürich;Eingang;56895;1
5680;Basel;Ausgang;12421;2
5681;Lausanne;Eingang;72523;10
5682;Chur;Ausgang;21920;2
5683;Sion;Eingang;52439;9
5684;St. Gallen;Ausgang;40243;10
5685;Bern;Eingang;20324;7
5686;Zürich;Ausgang;33365;11
5687;Basel;Eingang;12155;11
5688;Lausanne;Ausgang;17792;5
5689;Chur;Eingang;73634;5
5690;Sion;Ausgang;2517;8
5691;St. Gallen;Eingang;801;3
5692;Bern;Ausgang;54787;3
5693;Zürich;Eingang;76081;8
5694;Basel;Ausgang;3069;5
5695;Lausanne;Eingang;18937;7
5696;Chur;Ausgang;1144;9
5697;Sion;Eingang;18976;8
5698;St. Gallen;Ausgang;53343;6
5699;Bern;Eingang;66500;5
5700;Zürich;Ausgang;48080;4
5701;Basel;Eingang;55879;1
5702;Lausanne;Ausgang;20057;3
5703;Chur;Eingang;73053;1
5704;Sion;Ausgang;15728;8
5705;St. Gallen;Eingang;45763;1
5706;Bern;Ausgang;27084;10
5707;Zürich;Eingang;73099;5
5708;Basel;Ausgang;13058;12
5709;Lausanne;Eingang;57464;12
5710;Chur;Ausgang;62239;6
5711;Sion;Eingang;45157;7
5712;St. Gallen;Ausgang;56817;2
5713;Bern;Eingang;77343;4
5714;Zürich;Ausgang;72235;4
5715;Basel;Eingang;70444;9
5716;Lausanne;Ausgang;41953;11
5717;Chur;Eingang;39016;8
5718;Sion;Ausgang;22415;3
5719;St. Gallen;Eingang;36738;3
5720;Bern;Ausgang;58296;1
5721;Zürich;Eingang;74608;12
5722;Basel;Ausgang;55141;11
5723;Lausanne;Eingang;25465;4
5724;Chur;Ausgang;48832;1
5725;Sion;Eingang;68491;9
5726;St. Gallen;Ausgang;13787;9
5727;Bern;Eingang;41681;12
5728;Zürich;Ausgang;31461;6
5729;Basel;Eingang;62031;6
5730;Lausanne;Ausgang;57626;10
5731;Chur;Eingang;52415;9
5732;Sion;Ausgang;59795;6
5733;St. Gallen;Eingang;15189;10
5734;Bern;Ausgang;4636;11
5735;Zürich;Eingang;30086;5
5736;Basel;Ausgang;19199;4
5737;Lausanne;Eingang;26794;10
5738;Chur;Ausgang;44694;3
5739;Sion;Eingang;13885;6
5740;St. Gallen;Ausgang;59184;12
5741;Bern;Eingang;15516;6
5742;Zürich;Ausgang;26105;6
5743;Basel;Eingang;26902;5
5744;Lausanne;Ausgang;43840;1
5745;Chur;Eingang;16826;11
5746;Sion;Ausgang;13047;10
5747;St. Gallen;Eingang;25176;10
5748;Bern;Ausgang;38249;4
5749;Zürich;Eingang;73118;10
5750;Basel;Ausgang;51103;6
5751;Lausanne;Eingang;29159;11
5752;Chur;Ausgang;70385;12
5753;Sion;Eingang;39566;7
5754;St. Gallen;Ausgang;28320;12
5755;Bern;Eingang;26386;7
5756;Zürich;Ausgang;54233;6
5757;Basel;Eingang;41129;12
5758;Lausanne;Ausgang;52985;3
5759;Chur;Eingang;30129;8
5760;Sion;Ausgang;61075;7
5761;St. Gallen;Eingang;61414;9
5762;Bern;Ausgang;39519;6
5763;Zürich;Eingang;40383;5
5764;Basel;Ausgang;56115;10
5765;Lausanne;Eingang;2809;11
5766;Chur;Ausgang;10510;5
5767;Sion;Eingang;40802;12
5768;St. Gallen;Ausgang;73094;11
5769;Bern;Eingang;57856;6
5770;Zürich;Ausgang;4174;11
5771;Basel;Eingang;57236;7
5772;Lausanne;Ausgang;49405;5
5773;Chur;Eingang;27737;10
5774;Sion;Ausgang;57764;11
5775;St. Gallen;Eingang;17907;5
5776;Bern;Ausgang;12368;7
5777;Zürich;Eingang;56439;2
5778;Basel;Ausgang;19965;5
5779;Lausanne;Eingang;28624;4
5780;Chur;Ausgang;14971;12
5781;Sion;Eingang;73565;1
5782;St. Gallen;Ausgang;11597;11
5783;Bern;Eingang;37809;6
5784;Zürich;Ausgang;6547;9
5785;Basel;Eingang;35021;11
5786;Lausanne;Ausgang;30821;1
5787;Chur;Eingang;48553;10
5788;Sion;Ausgang;17441;8
5789;St. Gallen;Eingang;20814;2
5790;Bern;Ausgang;44352;4
5791;Zürich;Eingang;8484;2
5792;Basel;Ausgang;24903;10
5793;Lausanne;Eingang;71954;8
5794;Chur;Ausgang;54081;4
5795;Sion;Eingang;35036;9
5796;St. Gallen;Ausgang;23778;3
5797;Bern;Eingang;46346;2
5798;Zürich;Ausgang;76728;4
5799;Basel;Eingang;16995;4
5800;Lausanne;Ausgang;6940;4
5801;Chur;Eingang;7163;7
5802;Sion;Ausgang;66750;2
5803;St. Gallen;Eingang;2972;7
5804;Bern;Ausgang;36762;6
5805;Zürich;Eingang;3453;9
5806;Basel;Ausgang;65800;7
5807;Lausanne;Eingang;11901;1
5808;Chur;Ausgang;28673;7
5809;Sion;Eingang;67936;9
5810;St. Gallen;Ausgang;27046;7
5811;Bern;Eingang;29438;1
5812;Zürich;Ausgang;20427;8
5813;Basel;Eingang;201;3
5814;Lausanne;Ausgang;31506;10
5815;Chur;Eingang;4491;9
5816;Sion;Ausgang;54859;3
5817;St. Gallen;Eingang;37791;5
5818;Bern;Ausgang;43949;1
5819;Zürich;Eingang;47317;10
5820;Basel;Ausgang;5785;6
5821;Lausanne;Eingang;39029;10
5822;Chur;Ausgang;66469;4
5823;Sion;Eingang;2124;1
5824;St. Gallen;Ausgang;10835;3
5825;Bern;Eingang;63894;4
5826;Zürich;Ausgang;11345;6
5827;Basel;Eingang;59981;2
5828;Lausanne;Ausgang;18386;9
5829;Chur;Eingang;11748;9
5830;Sion;Ausgang;45479;8
5831;St. Gallen;Eingang;11492;4
5832;Bern;Ausgang;28628;8
5833;Zürich;Eingang;35401;1
5834;Basel;Ausgang;52143;5
5835;Lausanne;Eingang;10901;4
5836;Chur;Ausgang;64204;5
5837;Sion;Eingang;71072;7
5838;St. Gallen;Ausgang;51640;1
5839;Bern;Eingang;51967;11
5840;Zürich;Ausgang;9804;7
5841;Basel;Eingang;46288;5
5842;Lausanne;Ausgang;17578;10
5843;Chur;Eingang;12075;10
5844;Sion;Ausgang;21071;4
5845;St. Gallen;Eingang;56812;3
5846;Bern;Ausgang;7472;6
5847;Zürich;Eingang;11448;4
5848;Basel;Ausgang;28432;5
5849;Lausanne;Eingang;29554;10
5850;Chur;Ausgang;2096;3
5851;Sion;Eingang;7290;6
5852;St. Gallen;Ausgang;76172;1
5853;Bern;Eingang;72589;12
5854;Zürich;Ausgang;6961;10
5855;Basel;Eingang;6970;3
5856;Lausanne;Ausgang;40814;7
5857;Chur;Eingang;31424;5
5858;Sion;Ausgang;74810;2
5859;St. Gallen;Eingang;18116;2
5860;Bern;Ausgang;39757;10
5861;Zürich;Eingang;12762;4
5862;Basel;Ausgang;18248;12
5863;Lausanne;Eingang;21608;7
5864;Chur;Ausgang;73558;12
5865;Sion;Eingang;23466;11
5866;St. Gallen;Ausgang;38181;11
5867;Bern;Eingang;38692;4
5868;Zürich;Ausgang;36360;1
5869;Basel;Eingang;37222;7
5870;Lausanne;Ausgang;13164;2
5871;Chur;Eingang;47155;4
5872;Sion;Ausgang;4322;12
5873;St. Gallen;Eingang;41197;1
5874;Bern;Ausgang;64343;5
5875;Zürich;Eingang;424;10
5876;Basel;Ausgang;38685;2
5877;Lausanne;Eingang;2524;11
5878;Chur;Ausgang;48626;6
5879;Sion;Eingang;3283;8
5880;St. Gallen;Ausgang;5081;1
5881;Bern;Eingang;25197;1
5882;Zürich;Ausgang;22922;11
5883;Basel;Eingang;54543;7
5884;Lausanne;Ausgang;54050;2
5885;Chur;Eingang;52111;8
5886;Sion;Ausgang;27032;1
5887;St. Gallen;Eingang;69659;5
5888;Bern;Ausgang;31385;10
5889;Zürich;Eingang;45369;3
5890;Basel;Ausgang;41382;10
5891;Lausanne;Eingang;13951;2
5892;Chur;Ausgang;5915;1
5893;Sion;Eingang;40506;12
5894;St. Gallen;Ausgang;65583;5
5895;Bern;Eingang;65367;12
5896;Zürich;Ausgang;75908;6
5897;Basel;Eingang;8155;10
5898;Lausanne;Ausgang;47169;5
5899;Chur;Eingang;58859;11
5900;Sion;Ausgang;10452;1
5901;St. Gallen;Eingang;51863;11
5902;Bern;Ausgang;10328;9
5903;Zürich;Eingang;33280;3
5904;Basel;Ausgang;1062;2
5905;Lausanne;Eingang;61220;10
5906;Chur;Ausgang;4303;9
5907;Sion;Eingang;6495;12
5908;St. Gallen;Ausgang;46607;8
5909;Bern;Eingang;22303;9
5910;Zürich;Ausgang;48264;10
5911;Basel;Eingang;34406;2
5912;Lausanne;Ausgang;31715;12
5913;Chur;Eingang;37701;8
5914;Sion;Ausgang;25539;2
5915;St. Gallen;Eingang;57439;12
5916;Bern;Ausgang;48898;6
5917;Zürich;Eingang;67111;3
5918;Basel;Ausgang;35718;9
5919;Lausanne;Eingang;38394;2
5920;Chur;Ausgang;59220;6
5921;Sion;Eingang;55134;12
5922;St. Gallen;Ausgang;32843;6
5923;Bern;Eingang;55628;3
5924;Zürich;Ausgang;44589;7
5925;Basel;Eingang;68302;7
5926;Lausanne;Ausgang;51066;9
5927;Chur;Eingang;64266;10
5928;Sion;Ausgang;45977;4
5929;St. Gallen;Eingang;14746;6
5930;Bern;Ausgang;39221;1
5931;Zürich;Eingang;11317;9
5932;Basel;Ausgang;43484;10
5933;Lausanne;Eingang;50869;8
5934;Chur;Ausgang;57614;9
5935;Sion;Eingang;13733;5
5936;St. Gallen;Ausgang;2189;10
5937;Bern;Eingang;26723;4
5938;Zürich;Ausgang;72315;9
5939;Basel;Eingang;32473;1
5940;Lausanne;Ausgang;69219;4
5941;Chur;Eingang;50303;8
5942;Sion;Ausgang;37294;2
5943;St. Gallen;Eingang;22723;12
5944;Bern;Ausgang;32212;9
5945;Zürich;Eingang;16502;10
5946;Basel;Ausgang;67896;10
5947;Lausanne;Eingang;67405;11
5948;Chur;Ausgang;69500;11
5949;Sion;Eingang;30969;2
5950;St. Gallen;Ausgang;44508;6
5951;Bern;Eingang;60425;5
5952;Zürich;Ausgang;2362;7
5953;Basel;Eingang;35392;7
5954;Lausanne;Ausgang;39841;7
5955;Chur;Eingang;52558;7
5956;Sion;Ausgang;8066;10
5957;St. Gallen;Eingang;15117;3
5958;Bern;Ausgang;34275;6
5959;Zürich;Eingang;13740;2
5960;Basel;Ausgang;55378;3
5961;Lausanne;Eingang;46723;7
5962;Chur;Ausgang;9121;6
5963;Sion;Eingang;7723;8
5964;St. Gallen;Ausgang;34211;7
5965;Bern;Eingang;33161;12
5966;Zürich;Ausgang;61981;12
5967;Basel;Eingang;54290;2
5968;Lausanne;Ausgang;35959;7
5969;Chur;Eingang;53646;5
5970;Sion;Ausgang;856;12
5971;St. Gallen;Eingang;73535;2
5972;Bern;Ausgang;72352;1
5973;Zürich;Eingang;7525;9
5974;Basel;Ausgang;56232;4
5975;Lausanne;Eingang;9833;11
5976;Chur;Ausgang;36685;5
5977;Sion;Eingang;42385;5
5978;St. Gallen;Ausgang;63509;9
5979;Bern;Eingang;55798;2
5980;Zürich;Ausgang;62464;9
5981;Basel;Eingang;70585;11
5982;Lausanne;Ausgang;50913;7
5983;Chur;Eingang;63066;9
5984;Sion;Ausgang;65972;4
5985;St. Gallen;Eingang;62469;9
5986;Bern;Ausgang;76097;4
5987;Zürich;Eingang;14004;2
5988;Basel;Ausgang;51762;5
5989;Lausanne;Eingang;2774;1
5990;Chur;Ausgang;519;4
5991;Sion;Eingang;45975;11
5992;St. Gallen;Ausgang;8819;6
5993;Bern;Eingang;36456;1
5994;Zürich;Ausgang;32237;11
5995;Basel;Eingang;22058;3
5996;Lausanne;Ausgang;11973;4
5997;Chur;Eingang;3893;6
5998;Sion;Ausgang;72106;5
5999;St. Gallen;Eingang;7219;12
6000;Bern;Ausgang;54755;5
6001;Zürich;Eingang;62873;2
6002;Basel;Ausgang;5202;3
6003;Lausanne;Eingang;59556;11
6004;Chur;Ausgang;76348;12
6005;Sion;Eingang;66117;8
6006;St. Gallen;Ausgang;57809;9
6007;Bern;Eingang;53863;6
6008;Zürich;Ausgang;63354;12
6009;Basel;Eingang;35141;4
6010;Lausanne;Ausgang;3112;5
6011;Chur;Eingang;58535;10
6012;Sion;Ausgang;76640;5
6013;St. Gallen;Eingang;69287;12
6014;Bern;Ausgang;73932;10
6015;Zürich;Eingang;36843;6
6016;Basel;Ausgang;64693;2
6017;Lausanne;Eingang;75532;1
6018;Chur;Ausgang;17338;9
6019;Sion;Eingang;6676;7
6020;St. Gallen;Ausgang;76582;7
6021;Bern;Eingang;1092;9
6022;Zürich;Ausgang;73070;7
6023;Basel;Eingang;42992;7
6024;Lausanne;Ausgang;28302;10
6025;Chur;Eingang;29788;12
6026;Sion;Ausgang;44791;9
6027;St. Gallen;Eingang;2821;6
6028;Bern;Ausgang;21346;7
6029;Zürich;Eingang;31073;9
6030;Basel;Ausgang;47245;6
6031;Lausanne;Eingang;27333;9
6032;Chur;Ausgang;43015;7
6033;Sion;Eingang;65987;10
6034;St. Gallen;Ausgang;34308;7
6035;Bern;Eingang;6011;5
6036;Zürich;Ausgang;68856;10
6037;Basel;Eingang;33558;8
6038;Lausanne;Ausgang;51722;11
6039;Chur;Eingang;13179;7
6040;Sion;Ausgang;69557;12
6041;St. Gallen;Eingang;52818;12
6042;Bern;Ausgang;67028;6
6043;Zürich;Eingang;23490;4
6044;Basel;Ausgang;31092;11
6045;Lausanne;Eingang;57792;9
6046;Chur;Ausgang;69765;1
6047;Sion;Eingang;60364;8
6048;St. Gallen;Ausgang;3943;2
6049;Bern;Eingang;65682;6
6050;Zürich;Ausgang;2844;12
6051;Basel;Eingang;64426;5
6052;Lausanne;Ausgang;51916;11
6053;Chur;Eingang;20732;4
6054;Sion;Ausgang;35081;8
6055;St. Gallen;Eingang;15428;8
6056;Bern;Ausgang;70023;12
6057;Zürich;Eingang;12871;11
6058;Basel;Ausgang;45584;7
6059;Lausanne;Eingang;58505;11
6060;Chur;Ausgang;2870;2
6061;Sion;Eingang;5096;10
6062;St. Gallen;Ausgang;15347;7
6063;Bern;Eingang;20579;12
6064;Zürich;Ausgang;76298;9
6065;Basel;Eingang;17854;5
6066;Lausanne;Ausgang;12573;7
6067;Chur;Eingang;25003;5
6068;Sion;Ausgang;58866;9
6069;St. Gallen;Eingang;30320;6
6070;Bern;Ausgang;73843;12
6071;Zürich;Eingang;69611;6
6072;Basel;Ausgang;23379;11
6073;Lausanne;Eingang;40994;2
6074;Chur;Ausgang;33148;6
6075;Sion;Eingang;72099;5
6076;St. Gallen;Ausgang;25242;9
6077;Bern;Eingang;30177;9
6078;Zürich;Ausgang;11799;4
6079;Basel;Eingang;42353;5
6080;Lausanne;Ausgang;41197;4
6081;Chur;Eingang;6488;9
6082;Sion;Ausgang;20135;3
6083;St. Gallen;Eingang;46796;3
6084;Bern;Ausgang;61723;4
6085;Zürich;Eingang;34037;8
6086;Basel;Ausgang;44368;11
6087;Lausanne;Eingang;3960;8
6088;Chur;Ausgang;20672;6
6089;Sion;Eingang;51349;11
6090;St. Gallen;Ausgang;2551;11
6091;Bern;Eingang;61012;11
6092;Zürich;Ausgang;57293;1
6093;Basel;Eingang;71089;5
6094;Lausanne;Ausgang;64613;5
6095;Chur;Eingang;27127;8
6096;Sion;Ausgang;61251;3
6097;St. Gallen;Eingang;36474;5
6098;Bern;Ausgang;5704;7
6099;Zürich;Eingang;64923;3
6100;Basel;Ausgang;5288;2
6101;Lausanne;Eingang;36925;3
6102;Chur;Ausgang;40977;11
6103;Sion;Eingang;11971;10
6104;St. Gallen;Ausgang;40033;6
6105;Bern;Eingang;410;8
6106;Zürich;Ausgang;25899;4
6107;Basel;Eingang;56277;3
6108;Lausanne;Ausgang;31286;5
6109;Chur;Eingang;5018;1
6110;Sion;Ausgang;38689;3
6111;St. Gallen;Eingang;66516;1
6112;Bern;Ausgang;52825;4
6113;Zürich;Eingang;57258;3
6114;Basel;Ausgang;49332;12
6115;Lausanne;Eingang;40709;2
6116;Chur;Ausgang;9636;12
6117;Sion;Eingang;70747;9
6118;St. Gallen;Ausgang;57303;12
6119;Bern;Eingang;43909;10
6120;Zürich;Ausgang;46826;9
6121;Basel;Eingang;6189;12
6122;Lausanne;Ausgang;22599;6
6123;Chur;Eingang;2442;2
6124;Sion;Ausgang;44218;5
6125;St. Gallen;Eingang;1556;4
6126;Bern;Ausgang;62116;4
6127;Zürich;Eingang;35338;2
6128;Basel;Ausgang;12651;7
6129;Lausanne;Eingang;62606;3
6130;Chur;Ausgang;58193;4
6131;Sion;Eingang;24247;3
6132;St. Gallen;Ausgang;58722;12
6133;Bern;Eingang;50754;4
6134;Zürich;Ausgang;67267;7
6135;Basel;Eingang;62187;2
6136;Lausanne;Ausgang;5708;4
6137;Chur;Eingang;14613;10
6138;Sion;Ausgang;46910;6
6139;St. Gallen;Eingang;28503;6
6140;Bern;Ausgang;24301;3
6141;Zürich;Eingang;57947;12
6142;Basel;Ausgang;34675;10
6143;Lausanne;Eingang;34467;6
6144;Chur;Ausgang;55624;1
6145;Sion;Eingang;40353;1
6146;St. Gallen;Ausgang;30736;9
6147;Bern;Eingang;37875;10
6148;Zürich;Ausgang;3692;5
6149;Basel;Eingang;6618;7
6150;Lausanne;Ausgang;48007;3
6151;Chur;Eingang;34581;9
6152;Sion;Ausgang;155;1
6153;St. Gallen;Eingang;72336;4
6154;Bern;Ausgang;2265;12
6155;Zürich;Eingang;62272;6
6156;Basel;Ausgang;6932;12
6157;Lausanne;Eingang;22665;2
6158;Chur;Ausgang;48595;7
6159;Sion;Eingang;9501;10
6160;St. Gallen;Ausgang;59647;8
6161;Bern;Eingang;66638;8
6162;Zürich;Ausgang;10938;7
6163;Basel;Eingang;27602;9
6164;Lausanne;Ausgang;1449;1
6165;Chur;Eingang;39705;8
6166;Sion;Ausgang;19335;2
6167;St. Gallen;Eingang;36955;1
6168;Bern;Ausgang;5621;5
6169;Zürich;Eingang;58542;8
6170;Basel;Ausgang;14625;11
6171;Lausanne;Eingang;36559;12
6172;Chur;Ausgang;76468;1
6173;Sion;Eingang;57858;6
6174;St. Gallen;Ausgang;76499;6
6175;Bern;Eingang;29575;7
6176;Zürich;Ausgang;65994;9
6177;Basel;Eingang;25916;4
6178;Lausanne;Ausgang;13728;6
6179;Chur;Eingang;19312;6
6180;Sion;Ausgang;73247;12
6181;St. Gallen;Eingang;44697;3
6182;Bern;Ausgang;1976;12
6183;Zürich;Eingang;540;10
6184;Basel;Ausgang;14425;7
6185;Lausanne;Eingang;24539;10
6186;Chur;Ausgang;17955;5
6187;Sion;Eingang;44581;4
6188;St. Gallen;Ausgang;28959;7
6189;Bern;Eingang;16640;1
6190;Zürich;Ausgang;1968;5
6191;Basel;Eingang;28798;4
6192;Lausanne;Ausgang;49573;10
6193;Chur;Eingang;28397;10
6194;Sion;Ausgang;24901;12
6195;St. Gallen;Eingang;6858;9
6196;Bern;Ausgang;21920;8
6197;Zürich;Eingang;60681;9
6198;Basel;Ausgang;67101;9
6199;Lausanne;Eingang;60153;10
6200;Chur;Ausgang;10874;12
6201;Sion;Eingang;28959;10
6202;St. Gallen;Ausgang;74482;2
6203;Bern;Eingang;69440;1
6204;Zürich;Ausgang;69002;6
6205;Basel;Eingang;3004;1
6206;Lausanne;Ausgang;66868;2
6207;Chur;Eingang;4404;6
6208;Sion;Ausgang;54569;2
6209;St. Gallen;Eingang;10042;5
6210;Bern;Ausgang;28228;9
6211;Zürich;Eingang;24623;11
6212;Basel;Ausgang;34925;8
6213;Lausanne;Eingang;36065;4
6214;Chur;Ausgang;15639;1
6215;Sion;Eingang;22763;3
6216;St. Gallen;Ausgang;21971;5
6217;Bern;Eingang;57313;6
6218;Zürich;Ausgang;26304;9
6219;Basel;Eingang;31238;5
6220;Lausanne;Ausgang;38137;2
6221;Chur;Eingang;11249;9
6222;Sion;Ausgang;26058;6
6223;St. Gallen;Eingang;22089;12
6224;Bern;Ausgang;38604;9
6225;Zürich;Eingang;42998;5
6226;Basel;Ausgang;47281;3
6227;Lausanne;Eingang;1398;4
6228;Chur;Ausgang;16645;1
6229;Sion;Eingang;16407;7
6230;St. Gallen;Ausgang;69970;1
6231;Bern;Eingang;67022;12
6232;Zürich;Ausgang;60340;4
6233;Basel;Eingang;47146;2
6234;Lausanne;Ausgang;64388;10
6235;Chur;Eingang;6842;2
6236;Sion;Ausgang;12012;5
6237;St. Gallen;Eingang;1254;12
6238;Bern;Ausgang;72611;10
6239;Zürich;Eingang;46147;2
6240;Basel;Ausgang;57947;11
6241;Lausanne;Eingang;23027;9
6242;Chur;Ausgang;22096;11
6243;Sion;Eingang;10080;12
6244;St. Gallen;Ausgang;22791;4
6245;Bern;Eingang;2759;6
6246;Zürich;Ausgang;24779;9
6247;Basel;Eingang;39567;6
6248;Lausanne;Ausgang;50879;4
6249;Chur;Eingang;3753;12
6250;Sion;Ausgang;51687;10
6251;St. Gallen;Eingang;64045;3
6252;Bern;Ausgang;5318;8
6253;Zürich;Eingang;8526;9
6254;Basel;Ausgang;19954;1
6255;Lausanne;Eingang;46451;2
6256;Chur;Ausgang;73926;4
6257;Sion;Eingang;32382;5
6258;St. Gallen;Ausgang;59584;10
6259;Bern;Eingang;63762;11
6260;Zürich;Ausgang;74985;3
6261;Basel;Eingang;32184;4
6262;Lausanne;Ausgang;72123;3
6263;Chur;Eingang;62285;7
6264;Sion;Ausgang;16327;7
6265;St. Gallen;Eingang;69894;11
6266;Bern;Ausgang;54870;5
6267;Zürich;Eingang;66393;4
6268;Basel;Ausgang;74964;8
6269;Lausanne;Eingang;48290;4
6270;Chur;Ausgang;67386;1
6271;Sion;Eingang;52514;5
6272;St. Gallen;Ausgang;62188;2
6273;Bern;Eingang;75911;2
6274;Zürich;Ausgang;57455;12
6275;Basel;Eingang;43811;5
6276;Lausanne;Ausgang;24904;12
6277;Chur;Eingang;21037;7
6278;Sion;Ausgang;43396;11
6279;St. Gallen;Eingang;6874;7
